,index,Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,price(100g)
747,1674,twenty-four blackbirds,Dominican Republic,2011,73.0,U.S.A.,55.0,Blend,Dominican Republic,100375.0
748,1677,Undone,Matagalpa,2014,74.0,U.S.A.,55.0,Blend,Nicaragua,101750.0
749,1679,Upchurch,"Madagascar, Sassy Bar",2016,72.0,U.S.A.,60.0,Trinitario,Madagascar,118800.00000000001
750,1680,Upchurch,"Tanzania, Party Bar",2016,72.0,U.S.A.,65.0,Blend,Tanzania,117000.0
751,1691,Valrhona,Araguani,2007,72.0,France,60.0,Blend,"Venezuela, Carribean",108000.0
752,1694,Valrhona,Le Noir Extra Amer,2007,85.0,France,30.0,Blend,Other,63750.0
753,1695,Valrhona,Abinao,2007,85.0,France,50.0,Forastero,West Africa,106250.0
754,1696,Valrhona,Le Noir Amer,2007,71.0,France,55.0,Forastero,West Africa,97625.0
755,1703,Vanleer (Barry Callebaut),Manhattan,2012,72.0,U.S.A.,50.0,Forastero,Ghana,90000.0
756,1705,Vao Vao (Chocolaterie Robert),Madagascar,2009,72.0,Madagascar,55.0,Trinitario,Madagascar,108900.00000000001
757,1706,Vao Vao (Chocolaterie Robert),Madagascar,2009,76.0,Madagascar,55.0,Trinitario,Madagascar,114950.00000000001
758,1707,Vao Vao (Chocolaterie Robert),Madagascar,2009,80.0,Madagascar,55.0,Trinitario,Madagascar,121000.00000000001
759,1713,Videri,Dominican Republic,2014,90.0,U.S.A.,65.0,Blend,Dominican Republic,146250.0
760,1714,Videri,Trinidad,2014,75.0,U.S.A.,70.0,Trinitario,Trinidad,144375.0
761,1715,Videri,Mindo,2014,75.0,U.S.A.,70.0,Blend,Ecuador,131250.0
762,1716,Videri,Dark,2013,90.0,U.S.A.,75.0,Blend,Central and S. America,168750.0
763,1719,Vintage Plantations,San Martin,2014,75.0,U.S.A.,60.0,Blend,Peru,112500.0
764,1720,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,100.0,U.S.A.,40.0,Forastero (Arriba),Ecuador,100000.0
765,1721,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,90.0,U.S.A.,40.0,Forastero (Arriba),Ecuador,90000.0
766,1722,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,75.0,U.S.A.,60.0,Forastero (Arriba),Ecuador,112500.0
767,1724,Violet Sky,Sambirano Valley,2015,77.0,U.S.A.,55.0,Trinitario,Madagascar,116462.50000000001
768,1725,Violet Sky,Moho River Valley,2015,77.0,U.S.A.,60.0,"Criollo, Trinitario",Belize,127050.00000000001
769,1726,Violet Sky,Cuyagua,2015,77.0,U.S.A.,60.0,Criollo,Venezuela,115500.0
770,1727,Violet Sky,Peru,2015,77.0,U.S.A.,65.0,"Criollo, Trinitario",Peru,137637.5
771,1728,Violet Sky,Cahabon,2015,77.0,U.S.A.,55.0,Trinitario,Guatemala,116462.50000000001
772,1734,Whittakers,Ghana,2011,72.0,New Zealand,50.0,Forastero,Ghana,90000.0
773,1735,Wilkie's Organic,Amazonas,2013,75.0,Ireland,50.0,Criollo,Peru,93750.0
774,1736,Wilkie's Organic,Amazonas,2013,89.0,Ireland,55.0,Criollo,Peru,122375.0
775,1737,Wilkie's Organic,Tumbes,2013,75.0,Ireland,65.0,Criollo,Peru,121875.0
776,1738,Wilkie's Organic,Amazonas w/ nibs,2013,75.0,Ireland,55.0,Criollo,Peru,103125.0
777,1740,Willie's Cacao,Los Llanos,2014,88.0,U.K.,60.0,Trinitario,Colombia,145200.0
778,1741,Willie's Cacao,"Java, Indonesian Black",2013,100.0,U.K.,45.0,Blend,Indonesia,112500.0
779,1742,Willie's Cacao,Sambirano,2010,71.0,U.K.,60.0,Trinitario,Madagascar,117150.00000000001
780,1743,Willie's Cacao,Hacienda Las Trincheras,2010,72.0,U.K.,70.0,Blend,Venezuela,126000.0
781,1746,Willie's Cacao,Rio Caribe,2009,72.0,U.K.,65.0,Trinitario,Venezuela,128700.00000000001
782,1747,Wm,"Guasare, Zulia Prov., 2015, batch 124",2016,74.0,U.S.A.,60.0,Criollo,Venezuela,111000.0
783,1748,Wm,"Wild Beniano, 2016, batch 128, Heirloom",2016,76.0,U.S.A.,70.0,Blend,Bolivia,133000.0
784,1749,Wm,"Ghana, 2013, batch 129",2016,75.0,U.S.A.,75.0,Blend,Ghana,140625.0
785,1769,Zart Pralinen,San Juan Estate,2016,85.0,Austria,55.0,Trinitario,Trinidad,128562.50000000001
786,1770,Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016,85.0,Austria,60.0,"Criollo, Trinitario",Tanzania,140250.0
787,1772,Zart Pralinen,"San Juan Estate, Gran Couva",2016,78.0,Austria,70.0,Trinitario,Trinidad,150150.0
788,1773,Zokoko,Guadalcanal,2016,78.0,Australia,75.0,Blend,Solomon Islands,146250.0
789,1777,Zokoko,"Tranquilidad, Baures",2011,72.0,Australia,75.0,Blend,Bolivia,135000.0
790,1778,Zotter,Raw,2014,80.0,Austria,55.0,Blend,Other,110000.0
791,1779,Zotter,"Bocas del Toro, Cocabo Co-op",2012,72.0,Austria,70.0,Blend,Panama,126000.0
792,1784,Zotter,El Oro,2012,75.0,Austria,60.0,Forastero (Nacional),Ecuador,112500.0
793,1785,Zotter,Huiwani Coop,2012,75.0,Austria,60.0,"Criollo, Trinitario",Papua New Guinea,123750.00000000001
794,1786,Zotter,El Ceibo Coop,2012,90.0,Austria,65.0,Blend,Bolivia,146250.0
